	Word	PoS	Freq
	fertility	NoC	12
	toxic	Adj	12
	testament	NoC	12
	1957	Num	12
	sickness	NoC	12
	stretch	NoC	12
	Bath	NoP	12
	lemon	NoC	12
	practise	Verb	12
	mix	Verb	12
	faster	Adj	12
	integral	Adj	12
	select	Adj	12
	redundant	Adj	12
	handle	NoC	12
	throne	NoC	12
	conceived	Verb	12
	polytechnic	NoC	12
	nerves	NoC	12
	belongs	Verb	12
	privately	Adv	12
	burn	Verb	12
	gravity	NoC	12
	labelled	Verb	12
	Alfred	NoP	12
	bishops	NoC	12
	basin	NoC	12
	rings	NoC	12
	holders	NoC	12
	swing	NoC	12
	flood	NoC	12
	Christie	NoP	12
	44	Num	12
	evolved	Verb	12
	sovereignty	NoC	12
	then	Adj	12
	applicants	NoC	12
	cows	NoC	12
	lion	NoC	12
	Virginia	NoP	12
	trail	NoC	12
	smoking	NoC	12
	trading	Verb	12
	Murray	NoP	12
	boxing	NoC	12
	amateur	Adj	12
	probable	Adj	12
	scrutiny	NoC	12
	tempted	Verb	12
	borders	NoC	12
	pan	NoC	12
	fix	Verb	12
	hydrogen	NoC	12
	accountability	NoC	12
	consulted	Verb	12
	echo	NoC	12
	sponsorship	NoC	12
	R	NoP	12		
	fame	NoC	12
	El	NoP-	12
	lakes	NoC	12
	protests	NoC	12
	patience	NoC	12
	documentation	NoC	12
	Geoff	NoP	12
	backing	NoC	12
	search	Verb	12
	Mozart	NoP	12
	silently	Adv	12
	passing	Adj	12
	seasons	NoC	12
	recipe	NoC	12
	fetch	Verb	12
	auditors	NoC	12
	territorial	Adj	12
	specified	Adj	12
	abandon	Verb	12
	bombs	NoC	12
	Los	NoP-	12
	mineral	NoC	12
	horizontal	Adj	12
	lined	Verb	12
	Robyn	NoP	12
	booked	Verb	12
	du	Fore	12
	cleaning	NoC	12
	bear	NoC	12
	old-fashioned	Adj	12
	inland	Adj	12
	youngest	Adj	12
	envisaged	Verb	12
	floors	NoC	12
	thrust	Verb	12
	likewise	Adv	12
	strengthen	Verb	12
	penny	NoC	12
	wake	NoC	12
	Bradford	NoP	12
	overseas	Adv	12
	consult	Verb	12
	cognitive	Adj	12
	Ralph	NoP	12
	dock	NoC	12
	reaches	Verb	12
	disturbed	Verb	12
	communists	NoC	12
	slim	Adj	12
	synthesis	NoC	12
	contexts	NoC	12
	revival	NoC	12
	Reading	NoP	12
	regulatory	Adj	12
	hurried	Verb	12
	defender	NoC	12
	dry	Verb	12
	miserable	Adj	12
	walks	NoC	12
	debates	NoC	12
	dancing	NoC	12
	isolated	Verb	12
	venue	NoC	12
	Hampshire	NoP	12
	resident	Adj	12
	rounds	NoC	12
	deals	NoC	12
	packet	NoC	12
	likelihood	NoC	12
	41	Num	12
	remaining	Verb	12
	induced	Verb	12
	guys	NoC	12
	temper	NoC	12
	comparatively	Adv	12
	calculations	NoC	12
	protecting	Verb	12
	holdings	NoC	12
	corn	NoC	12
	1947	Num	12
	Yeltsin	NoP	12
	fusion	NoC	12
	Marxist	Adj	12
	conferences	NoC	12
	creditors	NoC	12
	questionnaire	NoC	12
	gothic	Adj	12
	scared	Adj	12
	willingness	NoC	12
	civilian	Adj	12
	shelves	NoC	12
	reporting	Verb	12
	precision	NoC	12
	divide	Verb	12
	Phillips	NoP	12
	overnight	Adv	12
	Intel	NoP	12
	Linda	NoP	12
	10,000	Num	12
	deputies	NoC	12
	Indians	NoC	12
	Trevor	NoP	12
	Juliet	NoP	12
	Watson	NoP	12
	conventions	NoC	12
	modified	Verb	12
	instant	Adj	12
	praise	NoC	12
	Des	NoP	12
	coin	NoC	12
	blown	Verb	12
	hiding	Verb	12
	galleries	NoC	12
	1940	Num	12
	Constance	NoP	12
	outlook	NoC	12
	incurred	Verb	12
	adverse	Adj	12
	subsidiary	NoC	12
	tiles	NoC	12
	seventeenth	Ord	12
	Korean	Adj	12
	emphasised	Verb	12
	Eddie	NoP	12
	bile	NoC	12
	1959	Num	12
	fancy	Verb	12
	accounting	Verb	12
	leaflet	NoC	12
	headmaster	NoC	12
	crack	NoC	12
	heels	NoC	12
	truck	NoC	12
	engage	Verb	12
	reporter	NoC	12
	plays	NoC	12
	Steven	NoP	12
	calm	Adj	12
	initiated	Verb	12
	brigade	NoC	12
	Dorothy	NoP	12
	unconscious	Adj	12
	convicted	Verb	12
	illustration	NoC	12
	trustees	NoC	12
	sustained	Verb	12
	alike	Adv	12
	End	NoP-	12
	ideally	Adv	12
	entity	NoC	12
	tons	NoC	12
	sang	Verb	12
	telegraph	NoC	12
	negotiation	NoC	12
	opposite	Prep	12
	smell	Verb	12
	aesthetic	Adj	12
	wiped	Verb	12
	concentrating	Verb	12
	anonymous	Adj	12
	trace	NoC	12
	usage	NoC	12
	orthodox	Adj	12
	fulfil	Verb	12
	polite	Adj	12
	girlfriend	NoC	12
	lovers	NoC	12
	translated	Verb	12
	static	Adj	12
	intent	NoC	12
	cancelled	Verb	12
	inside	NoC	12
	unaware	Adj	12
	presidency	NoC	12
	corps	NoC	12
	assigned	Verb	12
	appearances	NoC	12
	exploit	Verb	12
	margins	NoC	12
	worldwide	Adv	12
	cups	NoC	12
	solved	Verb	12
	panels	NoC	12
	halt	NoC	12
	EEC	NoP	12		
	Suffolk	NoP	12
	developers	NoC	12
	fantastic	Adj	12
	Lancaster	NoP	12
	seminar	NoC	12
	fashionable	Adj	12
	criticisms	NoC	12
	Cooper	NoP	12
	motorway	NoC	12
	zones	NoC	12
	foolish	Adj	12
	intake	NoC	12
	advances	NoC	12
	receipt	NoC	12
	rule	Verb	12
	regiment	NoC	12
	trades	NoC	12
	manual	NoC	12
	backs	NoC	12
	duck	NoC	12
	causal	Adj	12
	convey	Verb	12
	Tommy	NoP	12
	wee	Adj	12
	cleaning	Verb	12
	fond	Adj	12
	compatible	Adj	12
	Southampton	NoP	12
	inclusion	NoC	12
	Herbert	NoP	12
	finding	NoC	12
	lengthy	Adj	12
	two-thirds	Num	12
	tent	NoC	12
	shed	Verb	12
	implicit	Adj	12
	250	Num	12
	cameras	NoC	12
	dare	VMod	12
	abolition	NoC	12
	Romania	NoP	12
	pigs	NoC	12
	lace	NoC	12
	dedicated	Verb	12
	cuts	Verb	12
	perceptions	NoC	12
	ft	NoC	12		
	counts	NoC	12
	earning	Verb	12
	kiss	Verb	12
	confirmation	NoC	12
	dual	Adj	12
	confronted	Verb	12
	twenty-five	Num	12
	mistress	NoC	12
	assignment	NoC	12
	propaganda	NoC	12
	toys	NoC	12
	Arsenal	NoP	12
	Eleanor	NoP	12
	critic	NoC	12
	curiosity	NoC	12
	republican	NoC	12
	pipes	NoC	12
	reduces	Verb	12
	shooting	NoC	12
	cheerful	Adj	12
	reporting	NoC	12
	plea	NoC	12
	distinguished	Verb	12
	subjective	Adj	12
	pie	NoC	12
	priests	NoC	12
	returns	Verb	12
	tel	NoC	12		
	labels	NoC	12
	width	NoC	12
	relaxation	NoC	12
	advertisement	NoC	12
	white	NoC	12
	smoke	Verb	12
	pencil	NoC	12
	legally	Adv	12
	following	Prep	12
	lacked	Verb	12
	surviving	Adj	12
	disadvantage	NoC	12
	ruling	NoC	12
	forward	Adj	12
	sleeping	Verb	11
	owl	NoC	11
	adequately	Adv	11
	reproduction	NoC	11
	F.	NoP	11			
	rewards	NoC	11
	architects	NoC	11
	rear	NoC	11
	Shelley	NoP	11
	exotic	Adj	11
	ambassador	NoC	11
	1914	Num	11
	camps	NoC	11
	displays	NoC	11
	passages	NoC	11
	gazed	Verb	11
	timetable	NoC	11
	salad	NoC	11
	purple	Adj	11
	cautious	Adj	11
	visiting	Adj	11
	Turner	NoP	11
	aggregate	Adj	11
	ignorance	NoC	11
	anticipated	Verb	11
	Parker	NoP	11
	redundancy	NoC	11
	array	NoC	11
	penalties	NoC	11
	renaissance	NoC	11
	theology	NoC	11
	try	NoC	11
	warn	Verb	11
	process	Verb	11
	ethical	Adj	11
	major	NoC	11
	proving	Verb	11
	plain	NoC	11
	protestant	Adj	11
	grid	NoC	11
	tenth	Ord	11
	takeover	NoC	11
	canvas	NoC	11
	Ted	NoP	11
	skull	NoC	11
	highlighted	Verb	11
	jokes	NoC	11
	beat	NoC	11
	pools	NoC	11
	twins	NoC	11
	borne	Verb	11
	criticized	Verb	11
	chemical	NoC	11
	omitted	Verb	11
	revision	NoC	11
	sincerely	Adv	11
	prizes	NoC	11
	salvation	NoC	11
	teenage	Adj	11
	responding	Verb	11
	indicators	NoC	11
	repairs	NoC	11
	amnesty	NoC	11
	comparing	Verb	11
	large-scale	Adj	11
	yield	NoC	11
	Claire	NoP	11
	47	Num	11
	photography	NoC	11
	disastrous	Adj	11
	thumb	NoC	11
	dying	Adj	11
	jointly	Adv	11
	kilometres	NoC	11
	scholars	NoC	11
	ace	NoC	11
	lump	NoC	11
	delicious	Adj	11
	confidential	Adj	11
	clash	NoC	11
	market	Verb	11
	underground	Adj	11
	Blanche	NoP	11
	armed	Verb	11
	destination	NoC	11
	witnessed	Verb	11
	parameters	NoC	11
	costly	Adj	11
	restraint	NoC	11
	bit	Verb	11
	1958	Num	11
	shaped	Verb	11
	rode	Verb	11
	tips	NoC	11
	prosperity	NoC	11
	diamond	NoC	11
	fury	NoC	11
	instinct	NoC	11
	reserved	Verb	11
	valuation	NoC	11
	contacted	Verb	11
	subsidies	NoC	11
	Hunt	NoP	11
	collector	NoC	11
	Darwin	NoP	11
	sponsored	Verb	11
	compound	NoC	11
	strengths	NoC	11
	sank	Verb	11
	defences	NoC	11
	lifestyle	NoC	11
	prejudice	NoC	11
	announce	Verb	11
	apparatus	NoC	11
	dot	NoC	11
	shoe	NoC	11
	blanket	NoC	11
	wound	NoC	11
	Christine	NoP	11
	hunger	NoC	11
	cabin	NoC	11
	photographer	NoC	11
	£10	NoC	11
	stay	NoC	11
	preservation	NoC	11
	calendar	NoC	11
	assessments	NoC	11
	colony	NoC	11
	Katherine	NoP	11
	thorough	Adj	11
	medal	NoC	11
	trips	NoC	11
	washing	Verb	11
	eliminate	Verb	11
	breathe	Verb	11
	actress	NoC	11
	provinces	NoC	11
	helicopter	NoC	11
	mist	NoC	11
	clue	NoC	11
	50%	NoC	11
	dominance	NoC	11
	relaxed	Verb	11
	analysts	NoC	11
	searched	Verb	11
	grin	NoC	11
	Czechoslovakia	NoP	11
	hitting	Verb	11
	inability	NoC	11
	portion	NoC	11
	restrict	Verb	11
	Gray	NoP	11
	conspiracy	NoC	11
	Nicholson	NoP	11
	mercy	NoC	11
	log	NoC	11
	autonomous	Adj	11
	intends	Verb	11
	solidarity	NoC	11
	jail	NoC	11
	genius	NoC	11
	1920s	Num	11
	pilots	NoC	11
	incorporate	Verb	11
	atomic	Adj	11
	blade	NoC	11
	frozen	Adj	11
	1956	Num	11
	colourful	Adj	11
	discharge	NoC	11
	injured	Adj	11
	mask	NoC	11
	provided that	Conj	11
	Z / z	Lett	11
	Trent	NoP	11
	ease	Verb	11
	draws	Verb	11
	retire	Verb	11
	supposed	Verb	11
	ml	NoC	11		
	angrily	Adv	11
	sigh	NoC	11
	stamp	NoC	11
	adjust	Verb	11
	600	Num	11
	ferry	NoC	11
	concessions	NoC	11
	majesty	NoC	11
	Gilbert	NoP	11
	pylori	NoC	11
	uniform	Adj	11
	adjusted	Verb	11
	ashamed	Adj	11
	admired	Verb	11
	alpha	NoC	11
	referee	NoC	11
	1944	Num	11
	Lebanon	NoP	11
	respondents	NoC	11
	Collins	NoP	11
	rested	Verb	11
	reconstruction	NoC	11
	flown	Verb	11
	individually	Adv	11
	jaw	NoC	11
	submission	NoC	11
	efficiently	Adv	11
	bitterly	Adv	11
	glorious	Adj	11
	pour	Verb	11
	illustrates	Verb	11
	Angeles	NoP-	11
	amid	Prep	11
	convert	Verb	11
	wicked	Adj	11
	provoked	Verb	11
	Chapman	NoP	11
	elbow	NoC	11
	videos	NoC	11
	coherent	Adj	11
	annually	Adv	11
	le	Fore	11
	rising	Adj	11
	disciplines	NoC	11
	cliff	NoC	11
	boyfriend	NoC	11
	novel	Adj	11
	controls	Verb	11
	sweat	NoC	11
	depths	NoC	11
	Claudia	NoP	11
	cave	NoC	11
	balanced	Adj	11
	strikes	NoC	11
	stretching	Verb	11
	pains	NoC	11
	Close	NoC	11
	Tokyo	NoP	11
	Portugal	NoP	11
	racism	NoC	11
	priced	Verb	11
	delightful	Adj	11
	evaluate	Verb	11
	arbitrary	Adj	11
	Chicago	NoP	11
	Richards	NoP	11
	signature	NoC	11
	reversed	Verb	11
	heroes	NoC	11
	clarity	NoC	11
	hit	NoC	11
	screamed	Verb	11
	adjacent	Adj	11
	lid	NoC	11
	psychiatric	Adj	11
	comprising	Verb	11
	honey	NoC	11
	temptation	NoC	11
	beam	NoC	11
	immigration	NoC	11
	recordings	NoC	11
	in support of	Prep	11
	worrying	Adj	11
	weird	Adj	11
	practitioner	NoC	11
	unchanged	Adj	11
	calculation	NoC	11
	46	Num	11
	tutor	NoC	11
	politician	NoC	11
	rolling	Adj	11
	Athens	NoP	11
	expedition	NoC	11
	electorate	NoC	11
	evolutionary	Adj	11
	scattered	Verb	11
	abolished	Verb	11
	researcher	NoC	11
	ports	NoC	11
	Chester	NoP	11
	dilemma	NoC	11
	Carl	NoP	11
	loaded	Verb	11
	IMF	NoP	11		
	flung	Verb	11
	intimate	Adj	11
	fever	NoC	11
	parallel	NoC	11
	tight	Adv	11
	miracle	NoC	11
	including	Verb	11
	lawn	NoC	11
	biology	NoC	11
	Lothian	NoP	11
	failures	NoC	11
	breaks	Verb	11
	Angela	NoP	11
	shy	Adj	11
	appraisal	NoC	11
	sporting	Adj	11
	wines	NoC	11
	cleaned	Verb	11
	disciplinary	Adj	11
	occurrence	NoC	11
	smile	Verb	11
	formidable	Adj	11
	lexical	Adj	11
	graduates	NoC	11
	fined	Verb	11
	cooking	Verb	11
	privacy	NoC	11
	needles	NoC	11
	Reagan	NoP	11
	Black	NoP	11
	Ed	NoP	11
	sink	NoC	11
	march	NoC	11
	equations	NoC	11
	grim	Adj	11
	narrative	NoC	11
	HP	NoP	11		
	charts	NoC	11
	polls	NoC	11
	Paula	NoP	11
	express	NoC	11
	OK	Adj	11		
	limbs	NoC	11
	decorated	Verb	11
	high	Adv	11
	addressing	Verb	11
	proceeds	NoC	11
	pact	NoC	11
	Madame	NoC	11
	Merseyside	NoP	11
	revenge	NoC	11
	vice-president	NoC	11
	far from	Adv	11
	proceeded	Verb	11
	airline	NoC	11
	minerals	NoC	11
	killing	NoC	11
	accused	Adj	11
	double	NoC	11
	gradual	Adj	11
	descent	NoC	11
	mount	NoC	11
	20%	NoC	11
	homeless	Adj	11
	courtesy	NoC	11
	enhanced	Verb	11
	supermarket	NoC	11
	Blake	NoP	11
	Cheshire	NoP	11
	interfere	Verb	11
	organisers	NoC	11
	managing	Verb	11
	monitoring	Verb	11
	coming	Adj	11
	rat	NoC	11
	supporting	Adj	11
	Marcus	NoP	11
	trace	Verb	11
	approve	Verb	11
	delays	NoC	11
	pm	Adv	11		
	Reynolds	NoP	11
	please	Verb	11
	yo	Uncl	11
	programming	NoC	11
	training	Verb	11
	renewed	Adj	11
	Hull	NoP	11
	invention	NoC	11
	writings	NoC	11
	back	Verb	11
	excess	Adj	11
	planes	NoC	11
	legacy	NoC	11
	01	Num	11
	challenges	NoC	11
	gaps	NoC	11
	dug	Verb	11
	Jason	NoP	11
	interpretations	NoC	11
	smallest	Adj	11
	pulse	NoC	11
	analyses	NoC	11
	Ashley	NoP	11
	rubber	Adj	11
	retired	Adj	11
	specimen	NoC	11
	outdoor	Adj	11
	shooting	Verb	11
	chosen	Adj	11
	embarrassing	Adj	11
	wrist	NoC	11
	atoms	NoC	11
	Hereford	NoP	11
	smoking	Verb	11
	incidentally	Adv	11
	preferred	Adj	11
	renewal	NoC	11
	Japanese	NoC	11
	vanished	Verb	11
	hook	NoC	11
	loudly	Adv	11
	bride	NoC	11
	Annie	NoP	11
	interactions	NoC	11
	bizarre	Adj	11
	gospel	NoC	11
	realm	NoC	11
	mainland	NoC	11
	Gen.	NoC	11		
	knit	Verb	11
	appalling	Adj	11
	exchanges	NoC	11
	surgeon	NoC	11
	crews	NoC	11
	orientation	NoC	11
	I.	NoP	11		
	twisted	Verb	11
	occupy	Verb	11
	flame	NoC	11
	hatred	NoC	11
	exceed	Verb	10
	Maurice	NoP	10
	laboratories	NoC	10
	reviews	NoC	10
	Bosnia	NoP	10
	agreed	Adj	10
	Butler	NoP	10
	utility	NoC	10
	conversations	NoC	10
	imaginative	Adj	10
	pursuing	Verb	10
	flour	NoC	10
	accepted	Adj	10
	wartime	NoC	10
	am*	Adv	10		
	WHO	NoP	10		
	governing	Adj	10
	Reid	NoP	10
	object	Verb	10
	cutting	NoC	10
	indirectly	Adv	10
	governed	Verb	10
	palestinian	Adj	10
	CD	NoC	10
	vocational	Adj	10
	von	NoP-	10
	modification	NoC	10
	slopes	NoC	10
	allegedly	Adv	10
	parade	NoC	10
	free	Verb	10
	aluminium	NoC	10
	Al	NoP	10
	movies	NoC	10
	biscuits	NoC	10
	52	Num	10
	motive	NoC	10
	register	Verb	10
	merchants	NoC	10
	hip	NoC	10
	print	Verb	10
	rabbits	NoC	10
	remedies	NoC	10
	stress	Verb	10
	trainer	NoC	10
	welcome	NoC	10
	wound*	Verb	10
	Geneva	NoP	10
	configuration	NoC	10
	boost	NoC	10
	puzzled	Adj	10
	encounter	NoC	10
	axis	NoC	10
	no matter how	Adv	10
	Clive	NoP	10
	worldwide	Adj	10
	Arnold	NoP	10
	Allan	NoP	10
	lamb	NoC	10
	laser	NoC	10
	vegetation	NoC	10
	reluctance	NoC	10
	jazz	NoC	10
	databases	NoC	10
	strengthened	Verb	10
	protocol	NoC	10
	enjoyment	NoC	10
	organisational	Adj	10
	knitting	NoC	10
	census	NoC	10
	calculate	Verb	10
	handicapped	Adj	10
	mucosa	NoC	10
	theirs	Pron	10
	1951	Num	10
	advertisements	NoC	10
	eldest	Adj	10
	Carol	NoP	10
	1936	Num	10
	eventual	Adj	10
	husbands	NoC	10
	fur	NoC	10
	followers	NoC	10
	wasted	Verb	10
	pump	NoC	10
	lifting	Verb	10
	practised	Verb	10
	yacht	NoC	10
	toes	NoC	10
	Shah	NoP	10
	stimulate	Verb	10
	speeches	NoC	10
	1953	Num	10
	traced	Verb	10
	ensured	Verb	10
	v	Num	10
	arrow	NoC	10
	journals	NoC	10
	weekends	NoC	10
	spontaneous	Adj	10
	appoint	Verb	10
	1949	Num	10
	binding	Verb	10
	superintendent	NoC	10
	vivid	Adj	10
	corporations	NoC	10
	organisms	NoC	10
	celebrated	Verb	10
	mice	NoC	10
	motives	NoC	10
	torn	Verb	10
	tie	Verb	10
	dies	Verb	10
	1954	Num	10
	waiting	NoC	10
	classified	Verb	10
	organs	NoC	10
	lack	Verb	10
	worlds	NoC	10
	nineteenth-century	Adj	10
	faithful	Adj	10
	shield	NoC	10
	withdrew	Verb	10
	reckoned	Verb	10
	north-west	NoC	10
	rolling	Verb	10
	as it were	Adv	10
	missiles	NoC	10
	noisy	Adj	10
	ANC	NoP	10
	hire	NoC	10		
	organising	Verb	10
	quote	Verb	10
	sofa	NoC	10
	reminder	NoC	10
	Venice	NoP	10
	ministerial	Adj	10
	vol.	NoC	10		
	P	NoP	10			
	in search of	Prep	10
	A	NoP	10			
	daylight	NoC	10
	injection	NoC	10
	graph	NoC	10
	exchanged	Verb	10
	prayers	NoC	10
	boost	Verb	10
	preparations	NoC	10
	borrowing	NoC	10
	innovative	Adj	10
	strongest	Adj	10
	audiences	NoC	10
	disclosure	NoC	10
	confrontation	NoC	10
	constitutes	Verb	10
	burnt	Verb	10
	liaison	NoC	10
	armies	NoC	10
	strangely	Adv	10
	wounds	NoC	10
	Hewlett-Packard	NoP	10
	controlled	Adj	10
	Newman	NoP	10
	cease	Verb	10
	incentives	NoC	10
	extends	Verb	10
	Mitchell	NoP	10
	echoed	Verb	10
	sexually	Adv	10
	facilitate	Verb	10
	resentment	NoC	10
	shout	Verb	10
	cage	NoC	10
	gloves	NoC	10
	1990s	Num	10
	exploring	Verb	10
	saving	NoC	10
	Leonard	NoP	10
	crossing	NoC	10
	choir	NoC	10
	Gibson	NoP	10
	exit	NoC	10
	Sydney	NoP	10
	assumes	Verb	10
	woodland	NoC	10
	fog	NoC	10
	underneath	Prep	10
	promises	NoC	10
	Ellen	NoP	10
	nationalism	NoC	10
	Kenya	NoP	10
	commentators	NoC	10
	Ferguson	NoP	10
	metals	NoC	10
	reasoning	NoC	10
	acids	NoC	10
	hunt	NoC	10
	pop	Verb	10
	1946	Num	10
	dirt	NoC	10
	Texas	NoP	10
	Keynes	NoP	10
	conceptual	Adj	10
	aiming	Verb	10
	stating	Verb	10
	technically	Adv	10
	heading	NoC	10
	economically	Adv	10
	constituted	Verb	10
	Union	NoP-	10
	maker	NoC	10
	blowing	Verb	10
	touching	Verb	10
	tours	NoC	10
	erected	Verb	10
	ambitions	NoC	10
	spare	Verb	10
	relative to	Prep	10
	chorus	NoC	10
	Bond	NoP	10
	bladder	NoC	10
	settings	NoC	10
	dividends	NoC	10
	18th	Ord	10
	Gaulle	NoP	10
	unusually	Adv	10
	£1,000	NoC	10
	phases	NoC	10
	adapt	Verb	10
	colitis	NoC	10
	exploded	Verb	10
	Nelson	NoP	10
	civic	Adj	10
	bells	NoC	10
	gall	NoC	10
	120	Num	10
	Macdonald	NoP	10
	unwilling	Adj	10
	retreat	NoC	10
	booklet	NoC	10
	enforce	Verb	10
	defining	Verb	10
	goodbye	Int	10
	meaningful	Adj	10
	Gregory	NoP	10
	S	NoP	10		
	pine	NoC	10
	borrowed	Verb	10
	bow	NoC	10
	disturbing	Adj	10
